Nodes,Avg_Simulation,Stdev_simulation,Avg_comunication_time_per_process,std_per_process,Avg_time_per_scenario,Stdev_time_per_scenario,Avg_bandwidth,Stddev_bandwidth,worstScenario,max_time_per_scenario,bestScenario,min_time_per_scenario,Avg_time_per_record1,Stdev_time_per_record1,Avg_time_per_record2,Stdev_time_per_record2,Avg_time_per_record3,Stdev_time_per_record3,Avg_time_per_record4,Stdev_time_per_record4,Avg_mpiComunication,Stdev_mpiComunication
16,1717.36230859375,19.085647151223647,16.092104410380124,1.6079292204312805,4.023026102595031,0.12084959526306611,134.37911478893955,7.091333986179426,"(np.int64(10), np.int64(206))",8.61162543296814,"(np.int64(9), np.int64(1024))",0.6159961223602295,0.0022568020985310124,9.806237848469763e-05,0.0022761467874154776,9.049005492294137e-05,0.0037793729883811343,0.00014596675711141765,0.02737821103849759,0.0015182091215903816,92.58240353418515,5.508614959618991
32,1477.44623046875,22.34124038384304,11.380138824414463,1.0696575637744865,5.690069412207231,0.10269321312043354,202.94302218892778,8.453182307520214,"(np.int64(8), np.int64(505))",10.906084299087524,"(np.int64(2), np.int64(1024))",0.5365772247314453,0.003269439869129971,8.247379222220805e-05,0.002823726488062199,8.979122504488493e-05,0.004934213789656287,0.00021536775560286516,0.039825816010124984,0.002912991438028426,153.74245014134794,4.199423835646144
