Nodes,Avg_Simulation,Stdev_simulation,Avg_io_per_process,Stdev_io_per_process,Avg_time_per_scenario,Stdev_time_per_scenario,Avg_bandwidth,Stddev_bandwidth,worstScenario,max_time_per_scenario,bestScenario,min_time_per_scenario,Avg_time_per_record1,Stdev_time_per_record1,Avg_time_per_record2,Stdev_time_per_record2,Avg_time_per_record3,Stdev_time_per_record3,Avg_time_per_record4,Stdev_time_per_record4,Avg_comunication_per_process,std_comunication_per_process,Avg_mpiCollective_per_process,std_mpiCollective_per_process
16,1558.3299609375001,8.230303977909506,7.4152370121330025,0.09747646881557552,1.3113209352101869,0.05866222780978557,274.2366466521612,13.439934168345351,"(np.int64(5), np.int64(341))",6.851635694503784,"(np.int64(2), np.int64(1192))",0.0745553970336914,1.4651092002091606e-05,3.052976122336556e-07,1.2303254579187765e-05,1.3614860050834194e-07,0.005673363302643262,0.00039848509401056384,0.04705679886309135,0.001149974878920092,233.76881979374994,4.502411545025537,83.52774917632341,3.645677493394926
