Nodes,Avg_Simulation,Stdev_simulation,Avg_io_per_process,Stdev_io_per_process,Avg_time_per_scenario,Stdev_time_per_scenario,Avg_bandwidth,Stddev_bandwidth,worstScenario,max_time_per_scenario,bestScenario,min_time_per_scenario,Avg_time_per_record1,Stdev_time_per_record1,Avg_time_per_record2,Stdev_time_per_record2,Avg_time_per_record3,Stdev_time_per_record3,Avg_time_per_record4,Stdev_time_per_record4,Avg_comunication_per_process,std_comunication_per_process,Avg_mpiCollective_per_process,std_mpiCollective_per_process
16,4111.34453125,0.0,306.60299502589913,11.787209403249559,61.47417321025083,0.0,7.672394061678395,0.0,"(np.int64(1), np.int64(228))",284.8551027774811,"(np.int64(1), np.int64(386))",1.2070980072021484,1.520889383269901e-05,0.0,2.1154673807082434e-05,0.0,0.17533198377774079,0.0,1.7192485244358304,0.0,529.0106770833335,0.0,311.07513759781915,0.0
