Nodes,Avg_Simulation,Stdev_simulation,Avg_io_per_process,Stdev_io_per_process,Avg_time_per_scenario,Stdev_time_per_scenario,Avg_bandwidth,Stddev_bandwidth,worstScenario,max_time_per_scenario,bestScenario,min_time_per_scenario,Avg_time_per_record1,Stdev_time_per_record1,Avg_time_per_record2,Stdev_time_per_record2,Avg_time_per_record3,Stdev_time_per_record3,Avg_time_per_record4,Stdev_time_per_record4,Avg_comunication_per_process,std_comunication_per_process,Avg_mpiCollective_per_process,std_mpiCollective_per_process,CI95_simulation,CI95_io_per_process,CI95_time_per_scenario,CI95_bandwidth,CI95_time_per_record1,CI95_time_per_record2,CI95_time_per_record3,CI95_time_per_record4,CI95_comunication_per_process,CI95_mpiCollective_per_process
32,1420.7960703125,60.467578053819665,216.8347946422049,47.99219492119226,87.69053584480037,10.223291445205907,16.07003643233389,1.699927411890162,"(np.int64(5), np.int64(187))",206.99754071235657,"(np.int64(1), np.int64(769))",0.6638171672821045,1.82440565831792e-05,6.173095485709575e-06,1.7946565441708955e-05,6.122431972564169e-07,0.30874322233025797,0.025393243539183794,1.8858909978151874,0.33698098381944747,236.3753671875,7.914130587297392,120.58580501085768,13.16951889915225,75.06837822752155,1.517962602034695,12.691857911951278,2.1104002842898963,7.663681623619776e-06,7.600784648256397e-07,0.03152482159491094,0.41835007723188683,9.825115663479252,16.3494960045552
16,1596.5528645833335,69.61908989408339,109.20969842225567,35.40102900183907,23.83237892795975,3.4820742527685025,49.39201411317805,12.58065811128002,"(np.int64(5), np.int64(362))",105.75354504585266,"(np.int64(1), np.int64(1536))",0.4446086883544922,1.4381608405711807e-05,1.7601007350102502e-07,1.4478921924748138e-05,1.8394667341113675e-07,0.08260678748593049,0.011815618514298765,0.524471927544585,0.09457304799254194,174.75090625,29.27877316534326,73.08129562661051,11.688154698001858,86.42965933534265,1.583511941694818,4.322873107146525,15.618445981218661,2.1851033553334418e-07,2.2836334607334787e-07,0.01466867614300713,0.11740912345645407,36.34857040342394,14.510434283814705
